Order ID,Customer Name,Mobile Model,Quantity,Price per Unit,Total Price,Promotion Code,Order Amount,GST,Order Date,Payment Status,Shipping Status,Payment Method,Payment Provider,Mobile,Delivery Address
P5T4FBU64W1685122966,Ranbir Konda,SAMSUNG/Galaxy A80/Ghost White/8 GB/128 GB,2,29899,59798,REFERRAL10,53818.2,9687.28,2020-01-01,Paid,Delivered,Digital Wallets,Mobikwik,9111208520,"H.No. 20
Sangha Street, Kota-826570"
XCPI21JQCC1685122966,Anvi Shan,realme/C15 Qualcomm Edition/Power Blue/3 GB/32 GB,1,11999,11999,NEWYEAR15,10199.15,1835.85,2020-01-01,Paid,Returned,Net Banking,SBI,9178032694,"37, Batta Nagar
Naihati 844724"
7B5TACLWFM1685122966,Vihaan Kapoor,LG/Stylus 2/Brown/2 GB/16 GB,2,19000,38000,REFERRAL10,34200.0,6156.0,2020-01-01,Paid,Delivered,Digital Wallets,Cash on Delivery (COD),9150562913,"75/89, Varma Marg
Kochi 387089"
PUC8YIJEU51685122966,Samaira Sankaran,Motorola/C/Pearl White/1 GB/16 GB,1,5499,5499,,5499,989.82,2020-01-01,Pending,Returned,Net Banking,SBI,9927728924,"22, Chhabra Path, Muzaffarnagar-415665"
C8TSOI41121685122966,Ehsaan Madan,realme/C3/Blazing Red/3 GB/32 GB,1,8999,8999,BIRTHDAYGIFT,8459.06,1522.63,2020-01-01,Pending,Returned,Credit Card,RuPay,8615659557,"60/00
Johal, Erode 277607"
571ZTWWITW1685122966,Renee Arya,Infinix/S5/Quetzal Cyan/4 GB/64 GB,2,10999,21998,BIRTHDAYGIFT,20678.12,3722.06,2020-01-01,Paid,Returned,Net Banking,HDBC,7028833717,"01
Bakshi Path, Parbhani 588256"
H03N6B2QMR1685122966,Kartik Sibal,Infinix/Smart 4/Violet/2 GB/32 GB,2,8999,17998,,17998,3239.64,2020-01-01,Paid,Returned,Digital Wallets,Ola Money,9186081534,"033, Wason Circle, Raebareli-419069"
MKSF857NRO1685122966,Azad Jhaveri,Infinix/Smart 5/Aegean Blue/2 GB/32 GB,2,8999,17998,REFERRAL10,16198.2,2915.68,2020-01-01,Paid,Returned,UPI,Google Pay,9158216687,"417, Handa Road
Chinsurah-985186"
AGB5695F2K1685122966,Lakshit Wable,POCO/M3/Yellow/4 GB/64 GB,2,11999,23998,REFERRAL10,21598.2,3887.68,2020-01-01,Paid,Delivered,Credit Card,Diners Club,9192127560,"H.No. 70, Gara Nagar, Gwalior-193887"
UUU6ROAIX91685122966,Lakshit Srinivasan,ASUS/Zenfone 4 Selfie/Rose Pink/3 GB/32 GB,2,10999,21998,,21998,3959.64,2020-01-01,Paid,Transit,Debit Card,Visa,9147164749,"83/87, Ratta Ganj, Coimbatore 875063"
25JMSPV4EV1685122966,Mahika Bail,SAMSUNG/Galaxy Note 10 Plus/Aura Glow/12 GB/512 GB,2,95000,190000,,190000,34200.0,2020-01-01,Paid,Delivered,Debit Card,RuPay,7306316270,"H.No. 670, Bhardwaj Zila, Visakhapatnam-728808"
RKKMI821WS1685122966,Bhavin Kapur,HTC/Desire 326G DS/Black Onyx/1 GB/8 GB,1,9590,9590,,9590,1726.2,2020-01-01,Pending,Delivered,UPI,PhonePe,9191075091,"234, Baral Marg
Barasat-313905"
9068CG0H101685122966,Arnav Rout,SAMSUNG/Galaxy M31/Iceberg blue/6 GB/128 GB,2,17989,35978,BIRTHDAYGIFT,33819.32,6087.48,2020-01-01,Paid,Returned,Debit Card,Visa,9124535496,"86/92, Kota Street, Dehri-595654"
HSNU16O8Z51685122966,Arhaan Dash,Lenovo/A6 Note/Blue/3 GB/32 GB,2,9999,19998,REFERRAL10,17998.2,3239.68,2020-01-01,Pending,Transit,Credit Card,Mastercard,9191513664,"85/168
Viswanathan Street, Hubli–Dharwad-284386"
XQ7A7R9EI91685122966,Kiaan Bassi,realme/3/Radiant Blue/4 GB/64 GB,2,12999,25998,REFERRAL10,23398.2,4211.68,2020-01-01,Pending,Delivered,Net Banking,PNB,9115733989,"H.No. 992, Desai Road, Anand 188479"
KOUE7P1T4Y1685122966,Kashvi Keer,Nokia/2.2/Black/3 GB/32 GB,2,9599,19198,NEWYEAR15,16318.3,2937.29,2020-01-01,Pending,Transit,Digital Wallets,Freecharge,9176893580,"H.No. 234, Handa Chowk
Gwalior 893824"
U8UHW542N31685122966,Aniruddh Raj,Xiaomi/MI 11X 5G/COSMIC BLACK/6 GB/128 GB,2,27995,55990,BIRTHDAYGIFT,52630.6,9473.51,2020-01-01,Pending,Returned,UPI,PhonePe,9107857201,"641, Chatterjee Path, Bhilwara 413353"
4TQKN9PKNZ1685122966,Nayantara Lalla,LG/W10/Smokey Gray/3 GB/32 GB,2,9999,19998,,19998,3599.64,2020-01-01,Paid,Delivered,UPI,Google Pay,9181098412,"44/471, Wason Zila, Karnal 752532"
9XBVAS6B1I1685122966,Kabir Rama,SAMSUNG/Galaxy A52/Awesome Violet/6 GB/128 GB,2,30499,60998,REFERRAL10,54898.2,9881.68,2020-01-01,Paid,Transit,UPI,BHIM UPI,9147230321,"H.No. 49
Dar Path, Pondicherry-901408"
HHK0VHR5SD1685122966,Advik Rajan,SAMSUNG/Galaxy S5/Charcoal Black/2 GB/16 GB,2,21999,43998,REFERRAL10,39598.2,7127.68,2020-01-01,Pending,Delivered,UPI,Paytm,9128546015,"H.No. 44
Dar
Bangalore-685592"
M2FQG2STVT1685122966,Lagan Maharaj,Infinix/Note 11S/Mithril Grey/6 GB/64 GB,1,16999,16999,,16999,3059.82,2020-01-01,Paid,Returned,Debit Card,Mastercard,9371072422,"H.No. 384, Apte Road
Ajmer-025930"
HS6ESUTSYR1685122966,Zoya Mander,Apple/iPhone 13 Mini/Starlight/4 GB/256 GB,1,79900,79900,NEWYEAR15,67915.0,12224.7,2020-01-01,Pending,Delivered,UPI,Amazon Pay,9183120011,"H.No. 69, Raju Road
Sultan Pur Majra 776846"
IMKCE2TC3K1685122966,Suhana Chokshi,POCO/F1/Steel Blue/6 GB/64 GB,1,21999,21999,NEWYEAR15,18699.15,3365.85,2020-01-01,Pending,Delivered,Debit Card,Visa,9192752652,"76/722, Sheth
Morena-325481"
3IMASX2OGL1685122966,Badal Chaudhari,realme/8 5G/Supersonic Black/4 GB/64 GB,2,15999,31998,,31998,5759.64,2020-01-01,Pending,Returned,Debit Card,Mastercard,9173244628,"03/00, Dass Road, Machilipatnam-858111"
8PP8PYFG5Z1685122966,Renee Kalita,realme/Narzo 50i/Carbon Black/2 GB/32 GB,1,7999,7999,REFERRAL10,7199.1,1295.84,2020-01-01,Pending,Transit,Net Banking,PNB,9188106383,"H.No. 406
Borde Chowk
Guna 643767"
LUN3JYM8JL1685122966,Ira Dhingra,Xiaomi/Redmi Y2/Dark Grey/4 GB/64 GB,2,10888,21776,REFERRAL10,19598.4,3527.71,2020-01-01,Pending,Delivered,UPI,Google Pay,7824254473,"H.No. 82, Sekhon Circle, Raipur 130975"
XPZE1GH1FG1685122966,Eshani Bhatia,SAMSUNG/Grand Prime/Grey/1 GB/8 GB,2,10899,21798,NEWYEAR15,18528.3,3335.09,2020-01-01,Pending,Returned,UPI,Google Pay,9140096045,"91
Lal Marg
Udaipur-513311"
Z8MDFN4RNW1685122966,Ishaan Ratti,realme/7/Mist White/6 GB/64 GB,2,17999,35998,BIRTHDAYGIFT,33838.12,6090.86,2020-01-01,Paid,Transit,Credit Card,American Express,9178217256,"989
Mandal Nagar
Kochi 026889"
RUKKVQE2VD1685122966,Elakshi Savant,OPPO/A31/Lake Green/4 GB/64 GB,2,12990,25980,BIRTHDAYGIFT,24421.2,4395.82,2020-01-01,Pending,Returned,UPI,Paytm,9105161377,"66/499, Divan Nagar, Ahmednagar-847830"
M8VFZ2QMUS1685122966,Indrajit Amble,OPPO/A16k/White/3 GB/32 GB,2,10490,20980,BIRTHDAYGIFT,19721.2,3549.82,2020-01-01,Pending,Returned,Digital Wallets,Ola Money,9114352095,"H.No. 343
Lalla Chowk, Nandyal 746490"
6WHNZUPIB41685122966,Adira Arora,OPPO/A3s/Red/3 GB/32 GB,1,12000,12000,NEWYEAR15,10200.0,1836.0,2020-01-01,Paid,Transit,Digital Wallets,Ola Money,9188449216,"03/304
Kohli Path
Nandyal 604021"
GXQHAUWINM1685122966,Arhaan Agate,Infinix/Hot 10S/Black/6 GB/64 GB,2,13999,27998,,27998,5039.64,2020-01-01,Pending,Transit,Net Banking,SBI,8006598229,"369
Uppal Marg
Nagercoil-456502"
JW0Z28LMUM1685122966,Chirag Gour,Infinix/Smart 8/Aegean Blue/2 GB/32 GB,2,8999,17998,,17998,3239.64,2020-01-01,Pending,Returned,Debit Card,Visa,8539059707,"H.No. 515, Baria Nagar, Nanded 483179"
U11W2SFDYC1685122966,Nirvaan Dhar,Infinix/Smart 6/Obsidian Black/2 GB/32 GB,1,8999,8999,,8999,1619.82,2020-01-01,Paid,Transit,Digital Wallets,Google Pay,9165360825,"H.No. 510, Tella Ganj
Bhiwani 839221"
AFAQPWCAEP1685122966,Reyansh Kurian,Lenovo/A2010/Black/1 GB/8 GB,2,4599,9198,REFERRAL10,8278.2,1490.08,2020-01-01,Pending,Returned,UPI,BHIM UPI,9154961358,"H.No. 757
Chatterjee Street
Parbhani 253500"
AL968AS6PJ1685122966,Nirvi Vyas,ASUS/Zenfone GO/Black/2 GB/16 GB,1,8499,8499,NEWYEAR15,7224.15,1300.35,2020-01-01,Pending,Delivered,Credit Card,RuPay,9185793665,"H.No. 01
Bhalla Zila
Allahabad 539217"
AD4ZRHE5WA1685122966,Onkar Rama,SAMSUNG/Galaxy Star 2/Iris Charcoal/512 MB/4 GB,1,4890,4890,NEWYEAR15,4156.5,748.17,2020-01-01,Pending,Transit,Debit Card,RuPay,8064851957,"31/477
Sehgal Chowk
Indore-176722"
PFHG5711LL1685122966,Nayantara Walla,OPPO/Reno5 Pro 5G/Astral Blue/8 GB/128 GB,1,38990,38990,,38990,7018.2,2020-01-01,Pending,Transit,UPI,Amazon Pay,9129518132,"98/159
Gour Zila, Katihar-233281"
Y9EZB498A51685122966,Tarini Dugar,OPPO/K1/Piano Black/4 GB/64 GB,1,15000,15000,,15000,2700.0,2020-01-01,Pending,Transit,Credit Card,Diners Club,9134731805,"65/918
Chander Circle, Bhusawal 255982"
Q3QQQI261Q1685122966,Krish Trivedi,Lenovo/A2010/White/1 GB/8 GB,1,4990,4990,BIRTHDAYGIFT,4690.6,844.31,2020-01-01,Paid,Transit,UPI,Google Pay,7552422210,"H.No. 541
Talwar Path, Ahmednagar 150191"
LNG3SF6BRK1685122966,Lagan Deol,LG/V30+/Silver/4 GB/128 GB,1,29999,29999,REFERRAL10,26999.1,4859.84,2020-01-01,Paid,Delivered,Net Banking,SBI,9178013519,"H.No. 52, Mammen Marg
Bulandshahr 601052"
VWKP4HVGV81685122966,Ritvik Vora,Nokia/8 Sirocco/Black/6 GB/128 GB,2,29990,59980,NEWYEAR15,50983.0,9176.94,2020-01-01,Pending,Returned,Digital Wallets,Paytm,7568243642,"H.No. 284
Dhingra
Bihar Sharif 692172"
5WSDNW13MQ1685122966,Faiyaz Chana,SAMSUNG/Galaxy M30S/Blue/4 GB/128 GB,1,16590,16590,,16590,2986.2,2020-01-01,Pending,Delivered,Digital Wallets,Amazon Pay,9973102826,"44
Krishnamurthy, Chittoor 100829"
2VYC39U5UQ1685122966,Madhup Mall,ASUS/ROG Phone 5 Pro/Black/16 GB/512 GB,2,75999,151998,REFERRAL10,136798.2,24623.68,2020-01-01,Pending,Returned,Credit Card,Mastercard,9194729001,"47/13, Bhatti Road, Kota 261797"
MTDB9A8JC31685122966,Nishith Ganguly,ASUS/Zenfone Max ZC550KL/Blue/3 GB/32 GB,2,14499,28998,,28998,5219.64,2020-01-01,Paid,Delivered,Digital Wallets,PhonePe,9109044896,"16/15
Tripathi Path
Malda 856123"
1I1NJ1Q8PR1685122966,Priyansh Jhaveri,SAMSUNG/Galaxy M01/Black/3 GB/32 GB,2,8780,17560,BIRTHDAYGIFT,16506.4,2971.15,2020-01-01,Paid,Transit,Digital Wallets,Freecharge,9136016913,"H.No. 62, Sood Marg
Vijayawada 637404"
R6VJBUVTV41685122966,Nirvi Chandra,realme/Narzo 20A/Glory Silver/4 GB/64 GB,1,11999,11999,BIRTHDAYGIFT,11279.06,2030.23,2020-01-01,Pending,Transit,Debit Card,Mastercard,9131075802,"07/33
Randhawa, Nellore-538119"
AEX8GMXDQ91685122966,Suhana Desai,SAMSUNG/Galaxy Note 5/Silver Titanium/4 GB/32 GB,2,29990,59980,,59980,10796.4,2020-01-01,Pending,Returned,UPI,BHIM UPI,9110455409,"H.No. 64, Shah Road, Singrauli 324366"
GT8HIE0TAH1685122966,Ela Bumb,Google Pixel/3a XL/Clearly White/4 GB/64 GB,1,44999,44999,,44999,8099.82,2020-01-01,Pending,Returned,Net Banking,SBI,9198403815,"05/95, Wali Path
Ozhukarai 803326"
MK7BQ7LN251685122966,Myra Ahuja,SAMSUNG/Galaxy M30/Black/3 GB/32 GB,1,11000,11000,BIRTHDAYGIFT,10340.0,1861.2,2020-01-01,Pending,Delivered,Digital Wallets,Ola Money,9125981574,"H.No. 529
Walia Ganj, Kochi 177864"
QVRK2VD3IW1685122966,Shaan Chakraborty,SAMSUNG/Galaxy A12/White/4 GB/64 GB,1,13999,13999,REFERRAL10,12599.1,2267.84,2020-01-01,Paid,Delivered,Credit Card,Diners Club,9168115805,"94
Jain
Tiruvottiyur 340244"
5RO3RKVS4Q1685122966,Amani Bhardwaj,SAMSUNG/Galaxy S21/Phantom Gray/8 GB/256 GB,2,87999,175998,NEWYEAR15,149598.3,26927.69,2020-01-01,Paid,Delivered,Credit Card,RuPay,9117800519,"58
Sachdeva Path, Panihati 344578"
DK5DAU8ZWQ1685122966,Aarna Uppal,Nokia/3/Copper White/2 GB/16 GB,2,10299,20598,REFERRAL10,18538.2,3336.88,2020-01-01,Paid,Delivered,Digital Wallets,Paytm,9100328727,"H.No. 916
Sachdeva Chowk, Pali-895861"
OOPG9DROTU1685122966,Hazel Shroff,Xiaomi/REDMI 9 Power/Fiery Red/6 GB/128 GB,2,16999,33998,,33998,6119.64,2020-01-01,Pending,Transit,Credit Card,American Express,9186624393,"H.No. 861
Sampath Zila, Kolhapur 988447"
O41LM61QFI1685122966,Ivana Sawhney,POCO/X2/Pheonix Red/6 GB/64 GB,1,18999,18999,NEWYEAR15,16149.15,2906.85,2020-01-01,Pending,Transit,UPI,Google Pay,9160221121,"44, Shan Road, Maheshtala 513510"
R9QX0TZGZC1685122966,Tanya Gera,SAMSUNG/Galaxy J4 Plus/Black/2 GB/32 GB,2,9000,18000,REFERRAL10,16200.0,2916.0,2020-01-01,Paid,Returned,UPI,Google Pay,7726166268,"48/605
Ravi Path, Morena 795079"
KVLCYCNHFN1685122966,Ahana  Srinivasan,Infinix/Hot 9 Pro/Quetzal Cyan/4 GB/64 GB,1,12999,12999,BIRTHDAYGIFT,12219.06,2199.43,2020-01-01,Pending,Transit,Digital Wallets,Google Pay,9013677293,"02/435
Deol Nagar
Kumbakonam 681490"
TQSAXR59Q41685122966,Azad Setty,POCO/M3/Yellow/6 GB/64 GB,2,12999,25998,REFERRAL10,23398.2,4211.68,2020-01-01,Paid,Transit,Debit Card,RuPay,9171333008,"81/17, Swaminathan Ganj, Gorakhpur 305284"
PC3WWKHPHO1685122966,Drishya Devi,OPPO/A15/Rainbow Silver/3 GB/32 GB,1,11249,11249,NEWYEAR15,9561.65,1721.1,2020-01-01,Paid,Delivered,Debit Card,Mastercard,9140331550,"H.No. 12, Yadav Circle, Durgapur 379535"
LXEWZE5FTL1685122966,Nehmat Ramanathan,Apple/iPhone 7/Red/2 GB/256 GB,1,74400,74400,,74400,13392.0,2020-01-01,Pending,Returned,Digital Wallets,Ola Money,9113498223,"30/724, Behl Zila
Buxar-553781"
WO37Z4SHEO1685122966,Ela Lad,ASUS/Zenfone Live/Gold/2 GB/16 GB,1,7668,7668,BIRTHDAYGIFT,7207.92,1297.43,2020-01-01,Paid,Returned,Net Banking,PNB,9158758859,"H.No. 328
Sharma Street, Bhalswa Jahangir Pur 604475"
QVTG9JBECH1685122967,Eshani Dixit,Lenovo/K6 Note/Silver/4 GB/32 GB,1,7599,7599,REFERRAL10,6839.1,1231.04,2020-01-01,Pending,Delivered,Digital Wallets,Freecharge,9266494381,"65/599, Sethi Road, Khora -665957"
EZFEE38F1M1685122967,Saanvi Luthra,ASUS/Zenfone Go 5.0/Black/2 GB/8 GB,2,4990,9980,NEWYEAR15,8483.0,1526.94,2020-01-01,Pending,Delivered,Digital Wallets,PhonePe,9105378753,"540
Chander Circle
Ozhukarai-392882"
HV2VCGDT1E1685122967,Jhanvi Ramanathan,GIONEE/S Plus/Gold/3 GB/16 GB,2,18279,36558,REFERRAL10,32902.2,5922.4,2020-01-01,Pending,Delivered,Credit Card,American Express,9162362725,"24, Shanker Chowk, Amritsar 542799"
UNKZ0F2EC81685122967,Saksham Bhattacharyya,Lenovo/A390/White/512 MB/4 GB,1,7580,7580,,7580,1364.4,2020-01-01,Pending,Delivered,Debit Card,RuPay,9148383919,"61/556
Mander Road
Bhalswa Jahangir Pur-167857"
I1JZ9ZJRIX1685122967,Stuvan Venkataraman,Nokia/G10/Night | Dark Blue/4 GB/64 GB,1,12149,12149,BIRTHDAYGIFT,11420.06,2055.61,2020-01-01,Paid,Transit,Credit Card,American Express,9112807986,"584
Sinha, Bhubaneswar 901688"
TBABP53XM51685122967,Stuvan Rau,Xiaomi/Redmi Note 6 Pro/Blue/6 GB/64 GB,1,14990,14990,REFERRAL10,13491.0,2428.38,2020-01-01,Paid,Returned,Debit Card,RuPay,9119355213,"819, Bansal Street, Siwan-171716"
3DVK3QMZ1T1685122967,Riaan Iyengar,Nokia/220/Black/8 MB/2 MB,1,2999,2999,,2999,539.82,2020-01-01,Pending,Returned,Digital Wallets,Google Pay,9146655982,"15/59, Bhattacharyya Path, Salem 688705"
