Order ID,Customer Name,Mobile Model,Quantity,Price per Unit,Total Price,Promotion Code,Order Amount,GST,Order Date,Payment Status,Shipping Status,Payment Method,Payment Provider,Mobile,Delivery Address
KVZWYHZ6OI1685122971,Aniruddh Karnik,Nokia/5.3/SAND/4 GB/64 GB,2,10999,21998,,21998,3959.64,2020-01-02,Paid,Delivered,UPI,Google Pay,7211792311,"12/530
Rana Zila
Bongaigaon-973133"
RY4BOIH4K61685122971,Onkar Arora,SAMSUNG/Galaxy A70/Blue/6 GB/128 GB,1,30900,30900,,30900,5562.0,2020-01-02,Paid,Transit,UPI,BHIM UPI,9135237248,"402, Ram, Nizamabad-726329"
GFHIQBYZK21685122971,Bhamini Thakkar,realme/C3/Blazing Red/3 GB/32 GB,1,8999,8999,BIRTHDAYGIFT,8459.06,1522.63,2020-01-02,Pending,Delivered,Debit Card,Mastercard,9162523102,"04, Barad
Siliguri 687022"
7L8J81E8CB1685122971,Mehul Chokshi,Apple/iPhone 11/Red/4GB/256 GB,2,64900,129800,BIRTHDAYGIFT,122012.0,21962.16,2020-01-02,Pending,Delivered,Digital Wallets,PhonePe,9168603863,"03, Varkey Street
Karnal 294956"
UA71X5EXBO1685122971,Lakshay Guha,realme/X2/Pearl White/8 GB/128 GB,2,20999,41998,BIRTHDAYGIFT,39478.12,7106.06,2020-01-02,Pending,Returned,Debit Card,Mastercard,9113378280,"H.No. 59, Shanker Ganj, Loni-789977"
2EWMS78FSJ1685122971,Kiaan Sanghvi,SAMSUNG/Galaxy J2 Ace/Gold/1.5 GB/8 GB,2,8090,16180,REFERRAL10,14562.0,2621.16,2020-01-02,Pending,Transit,UPI,Paytm,7660491626,"66/355
Goel Street
Singrauli-981645"
PK2295EOK11685122971,Nitya Brar,OPPO/A3s/Red/4 GB/64 GB,1,13990,13990,BIRTHDAYGIFT,13150.6,2367.11,2020-01-02,Paid,Transit,Digital Wallets,Ola Money,7823745350,"H.No. 568
Tiwari Nagar, Bally 725830"
GD8PU4RPDL1685122971,Umang Bhardwaj,SAMSUNG/Galaxy A20s/Blue/4 GB/64 GB,2,14900,29800,BIRTHDAYGIFT,28012.0,5042.16,2020-01-02,Pending,Returned,Digital Wallets,Amazon Pay,8800964661,"H.No. 97
Dutta Road
Thanjavur 746686"
2ZYIVNWHFQ1685122971,Indranil Basak,realme/Narzo 50A/Oxygen Green/4 GB/64 GB,1,12999,12999,REFERRAL10,11699.1,2105.84,2020-01-02,Paid,Returned,Net Banking,ICICI,9166804536,"H.No. 420, Wali Zila
Katni 079224"
X6MYAAZTIK1685122971,Aarav Chawla,vivo/U12/Electric Blue/4 GB/64 GB,2,13990,27980,,27980,5036.4,2020-01-02,Paid,Delivered,Digital Wallets,Cash on Delivery (COD),9141320454,"29
Bandi Ganj, Jehanabad-048062"
KWU6JNNS8O1685122971,Rania Kadakia,Apple/iPhone 11/Red/4GB/128 GB,2,54900,109800,NEWYEAR15,93330.0,16799.4,2020-01-02,Paid,Returned,UPI,PhonePe,8504249837,"35
Rau Ganj, Salem 926927"
9VPGGVFG4N1685122971,Biju Barman,Infinix/Zero 8i/Silver Diamond/8 GB/128 GB,1,18999,18999,NEWYEAR15,16149.15,2906.85,2020-01-02,Paid,Delivered,UPI,BHIM UPI,9127255034,"03/400
Vaidya, Jaunpur-721680"
BUNAX1O1F31685122971,Badal Wable,OPPO/A53/Fancy Blue/6 GB/128 GB,2,15999,31998,NEWYEAR15,27198.3,4895.69,2020-01-02,Pending,Delivered,UPI,BHIM UPI,9127941730,"H.No. 315, Raval, Kadapa-656999"
WAFZFIS1PQ1685122971,Piya Kaul,SAMSUNG/Galaxy A7 2016 Edition/Gold/3 GB/16 GB,2,17490,34980,NEWYEAR15,29733.0,5351.94,2020-01-02,Paid,Transit,Digital Wallets,PhonePe,9120703646,"28
Sarna Nagar
Bongaigaon-367448"
LHYT5CV3K71685122971,Anahi Barad,LG/Q6/Black/3 GB/32 GB,2,16990,33980,,33980,6116.4,2020-01-02,Paid,Transit,Credit Card,Visa,9175068105,"23, Kumer Road
Delhi 189495"
HE4XQ4F3WC1685122971,Jivin Bhat,Apple/iPhone 7/Rose Gold/2 GB/256 GB,2,74400,148800,BIRTHDAYGIFT,139872.0,25176.96,2020-01-02,Paid,Transit,Credit Card,Mastercard,8899031715,"H.No. 538, Gopal Road
Dibrugarh 783034"
DBBW7YWL4P1685122971,Alisha Luthra,HTC/Desire 816/Dark Grey/1.5 GB/8 GB,2,27390,54780,NEWYEAR15,46563.0,8381.34,2020-01-02,Pending,Delivered,Debit Card,Mastercard,9139064261,"51
Dalal Road
Karawal Nagar-942805"
Y6QOKSAK021685122971,Jhanvi Tella,Apple/iPhone SE/Black/2 GB/256 GB,1,54900,54900,BIRTHDAYGIFT,51606.0,9289.08,2020-01-02,Paid,Transit,Net Banking,HDBC,7791946757,"24
Cherian Zila
Erode-257267"
FBFQW7I1EV1685122971,Piya Yadav,SAMSUNG/Galaxy A8/Gold/2 GB/32 GB,2,25990,51980,NEWYEAR15,44183.0,7952.94,2020-01-02,Paid,Delivered,Net Banking,SBI,9393903921,"24/751
Mand Circle
Sambhal-801095"
OTPDSZZD0J1685122971,Inaaya  Rout,POCO/M2 Reloaded/Grey/4 GB/64 GB,2,11999,23998,REFERRAL10,21598.2,3887.68,2020-01-02,Pending,Transit,UPI,Google Pay,9199131080,"530
Bava Marg
Hindupur-609364"
COWYS8KDKO1685122971,Diya Dave,Apple/iPhone 11/White/4GB/128 GB,2,54900,109800,,109800,19764.0,2020-01-02,Pending,Returned,UPI,BHIM UPI,9172058187,"69/154
Comar
Raiganj-644765"
0MEHQN34KD1685122971,Shaan Sabharwal,SAMSUNG/Galaxy A12/Black/6 GB/128 GB,1,14999,14999,REFERRAL10,13499.1,2429.84,2020-01-02,Paid,Delivered,Credit Card,Diners Club,8001360901,"299, Din Chowk
Aizawl 579806"
VC34SKOW3B1685122971,Hansh Bhandari,realme/C15 Qualcomm Edition/Power Silver/4 GB/64 GB,1,12999,12999,BIRTHDAYGIFT,12219.06,2199.43,2020-01-02,Paid,Transit,UPI,BHIM UPI,9190699996,"96/010
Chada Path
Mysore-181012"
WIJIS210791685122971,Biju Kannan,SAMSUNG/Galaxy F41/Fusion Green/6 GB/128 GB,2,20999,41998,NEWYEAR15,35698.3,6425.69,2020-01-02,Pending,Delivered,Digital Wallets,Google Pay,9146468557,"96/43
Bhargava Circle
Mehsana 675274"
0QP3XTJP5K1685122971,Ritvik Dua,OPPO/F9 Pro/Starry Purple/6 GB/64 GB,2,21150,42300,BIRTHDAYGIFT,39762.0,7157.16,2020-01-02,Paid,Delivered,Net Banking,ICICI,9145711716,"76
Samra Zila, Bharatpur 715465"
A25PZ51A8R1685122971,Anaya Kade,Apple/iPhone XR/White/3 GB/128 GB,1,52900,52900,REFERRAL10,47610.0,8569.8,2020-01-02,Pending,Transit,UPI,Google Pay,9178496126,"54/89, Dara Circle, Dibrugarh-546680"
B885KAW9WR1685122971,Pari Banerjee,SAMSUNG/Galaxy Note 8/Midnight Black/6 GB/64 GB,1,74000,74000,REFERRAL10,66600.0,11988.0,2020-01-02,Pending,Transit,Net Banking,ICICI,9738310214,"H.No. 869
Bhasin Nagar
Siwan 556987"
Q872G28C2I1685122971,Divyansh Date,ASUS/Zenfone Selfie/Grey/3 GB/32 GB,2,17999,35998,NEWYEAR15,30598.3,5507.69,2020-01-02,Pending,Transit,Digital Wallets,Mobikwik,8771888280,"04, Sangha Zila, Anantapuram 185250"
2ML1AMVHRY1685122971,Hunar Bal,realme/6 Pro/Lightning Orange/8 GB/128 GB,2,19499,38998,NEWYEAR15,33148.3,5966.69,2020-01-02,Paid,Transit,Net Banking,HDBC,9104229288,"17/61, Ben Road
Bhilai 997121"
E3IP8NOOJI1685122971,Rasha Zachariah,Apple/iPhone XS Max/Silver/4 GB/512 GB,1,144900,144900,,144900,26082.0,2020-01-02,Pending,Delivered,UPI,Google Pay,9130922684,"H.No. 76
Chopra Circle, Junagadh-452496"
IQ9XZ0J67M1685122971,Myra Bhattacharyya,Nokia/3.4/Fjord/4 GB/64 GB,1,13999,13999,BIRTHDAYGIFT,13159.06,2368.63,2020-01-02,Pending,Returned,Net Banking,PNB,9195285754,"71
Kurian Circle
Durgapur 295519"
BDGAXGZ6VA1685122971,Ahana  Khalsa,vivo/V21 5G/Arctic White/8 GB/256 GB,2,14990,29980,NEWYEAR15,25483.0,4586.94,2020-01-02,Pending,Delivered,Credit Card,Diners Club,9147374161,"39/720
Saxena Chowk, Surat-633556"
CCB1GXF97X1685122971,Aayush Singh,SAMSUNG/Galaxy S Duos 2/Black/512 MB/4 GB,2,5999,11998,REFERRAL10,10798.2,1943.68,2020-01-02,Pending,Transit,Credit Card,American Express,9122218648,"76/30, Shere Marg
Machilipatnam-733884"
821O6T4GHU1685122971,Saanvi Chana,Apple/iPhone 12 Pro/Silver/6 GB/256 GB,1,119900,119900,REFERRAL10,107910.0,19423.8,2020-01-02,Paid,Returned,UPI,BHIM UPI,9160576029,"H.No. 689, Mallick Circle
Ballia 569945"
Z44QVD84281685122971,Indranil Bhatia,Motorola/G 3rd Generation/Black/1 GB/8 GB,1,9999,9999,REFERRAL10,8999.1,1619.84,2020-01-02,Pending,Returned,UPI,Amazon Pay,8013448324,"61/30, Sule
Ongole-566792"
N9VQ1J2CMQ1685122971,Adah Shroff,LG/Q Stylus/Black/3 GB/32 GB,1,20000,20000,NEWYEAR15,17000.0,3060.0,2020-01-02,Paid,Delivered,Credit Card,RuPay,9116503558,"H.No. 20, Yogi
Aurangabad-174802"
TALE5NKSRF1685122971,Elakshi Karan,OPPO/F1S/Rose Gold/4 GB/64 GB,2,18990,37980,,37980,6836.4,2020-01-02,Pending,Transit,Net Banking,ICICI,9595742819,"H.No. 785, Warrior Nagar
Dindigul 034658"
R8ZB9MWJYF1685122971,Hansh Chad,realme/3/Radiant Blue/4 GB/64 GB,2,12999,25998,REFERRAL10,23398.2,4211.68,2020-01-02,Pending,Returned,UPI,Amazon Pay,9140227446,"805, Chad Street, Machilipatnam 031506"
HEQ57RFS781685122971,Devansh Ganesan,Nokia/7.2/Charcoal/4 GB/64 GB,1,19999,19999,,19999,3599.82,2020-01-02,Pending,Transit,Net Banking,HDBC,9168719833,"H.No. 21
Dewan Chowk, Shahjahanpur 166139"
67CSMXK1ES1685122971,Baiju Kaul,Lenovo/A2010/Black/1 GB/8 GB,2,4599,9198,REFERRAL10,8278.2,1490.08,2020-01-02,Paid,Delivered,Debit Card,Visa,9167506103,"38
Loyal Road, Proddatur 596674"
N8EB27BYCQ1685122971,Shayak Karnik,HTC/U11/Sapphire Blue/6 GB/128 GB,1,53990,53990,REFERRAL10,48591.0,8746.38,2020-01-02,Paid,Delivered,Digital Wallets,Ola Money,9194477394,"81/74
Sundaram Nagar
Sasaram-028712"
A0KVQP50IK1685122971,Charvi Viswanathan,Nokia/Lumia 510/Black/512 MB/4 GB,2,10999,21998,BIRTHDAYGIFT,20678.12,3722.06,2020-01-02,Paid,Transit,Credit Card,RuPay,9156285942,"61
Krishnamurthy Chowk, Nagercoil 427384"
6XUPJ2UXSC1685122971,Emir Roy,realme/8i/Space Purple/6 GB/128 GB,1,17999,17999,REFERRAL10,16199.1,2915.84,2020-01-02,Paid,Transit,Digital Wallets,Google Pay,9197841498,"H.No. 592
Banik Circle, Morbi 931462"
94E3XTS44X1685122971,Veer Roy,SAMSUNG/Galaxy A12/Black/6 GB/128 GB,2,14999,29998,REFERRAL10,26998.2,4859.68,2020-01-02,Pending,Transit,Digital Wallets,Freecharge,9784675772,"H.No. 32, Uppal Zila, Tumkur-008695"
NMLTFG76U41685122971,Seher Chaudhary,GIONEE/V4S/Black/1 GB/8 GB,1,3499,3499,NEWYEAR15,2974.15,535.35,2020-01-02,Paid,Transit,Credit Card,RuPay,9116430214,"72, Shere, Ramgarh-789570"
34ZAQ1X3DK1685122971,Advik Kakar,realme/Narzo 20/Victory Blue/4 GB/128 GB,1,13999,13999,BIRTHDAYGIFT,13159.06,2368.63,2020-01-02,Paid,Delivered,Credit Card,Mastercard,9188428843,"H.No. 266
Bath Nagar, Tiruchirappalli 772499"
WSPSFKTCVQ1685122971,Divyansh Chandran,Infinix/Note 7/Forest Green/4 GB/64 GB,2,14999,29998,,29998,5399.64,2020-01-02,Pending,Delivered,Debit Card,Mastercard,7973908531,"43/969
Kadakia Zila
Bidar 728734"
7MF5DIVJ3N1685122971,Kismat Rajagopalan,SAMSUNG/Metro 350/Black/32 MB/Expandable Upto 16 GB,1,2940,2940,REFERRAL10,2646.0,476.28,2020-01-02,Pending,Delivered,Net Banking,PNB,9176042970,"64/06, Seth Chowk, Malda 769100"
O62C27ZMWL1685122971,Samar Desai,ASUS/Zenfone Max Pro M1/Grey/3 GB/32 GB,2,13199,26398,,26398,4751.64,2020-01-02,Pending,Delivered,Digital Wallets,Mobikwik,9147752384,"H.No. 49, Divan
Mirzapur 430413"
4SJD484JDJ1685122971,Vanya Krishnamurthy,Apple/iPhone 11 Pro Max/Silver/4GB/64 GB,2,117100,234200,REFERRAL10,210780.0,37940.4,2020-01-02,Paid,Returned,UPI,Paytm,9185573655,"38/424, Bahri
Amroha 899511"
XHZ7URREO41685122971,Zoya Dhar,ASUS/Zenfone Zoom/Black/4 GB/128 GB,2,37999,75998,NEWYEAR15,64598.3,11627.69,2020-01-02,Pending,Returned,Credit Card,Mastercard,9167354282,"90/08, Sha Marg
Mumbai-119103"
KRMC666ZU71685122971,Mehul Char,vivo/T1 5G/Rainbow Fantasy/8 GB/128 GB,2,23990,47980,BIRTHDAYGIFT,45101.2,8118.22,2020-01-02,Pending,Delivered,UPI,Amazon Pay,9181535858,"81/580, Mani Road, Bidar 315268"
7MZZW9FUUQ1685122971,Rohan Divan,SAMSUNG/Galaxy A30s/Prism Crush Black/4 GB/64 GB,2,18900,37800,REFERRAL10,34020.0,6123.6,2020-01-02,Pending,Transit,Debit Card,Mastercard,9195047340,"22/090, Tailor Circle, Guntakal 394813"
S5BOFAXCRM1685122971,Hansh Apte,LG/K10 2017/Gold & Black/2 GB/16 GB,2,9990,19980,,19980,3596.4,2020-01-02,Pending,Delivered,Net Banking,HDBC,9086572201,"H.No. 769, Sachar Marg
Bhopal-588788"
L34TY4404Z1685122971,Dharmajan Zacharia,LG/Q6/Gold/3 GB/32 GB,2,16990,33980,,33980,6116.4,2020-01-02,Pending,Transit,Credit Card,Mastercard,9153292338,"82/679
Som
Sultan Pur Majra-045780"
Z8P4HIDIH11685122971,Nishith Uppal,realme/X2 Pro/Lunar White/12 GB/256 GB,1,35999,35999,,35999,6479.82,2020-01-02,Pending,Delivered,Net Banking,PNB,9146854068,"86/970, Kala Road
Sirsa-730710"
CDBZLQP8GS1685122971,Heer Sinha,Nokia/5/Copper/2 GB/16 GB,1,14190,14190,,14190,2554.2,2020-01-02,Pending,Returned,Digital Wallets,Mobikwik,9107498534,"428
Sundaram Path, Secunderabad 739120"
NC38G5PTSH1685122971,Aaryahi Yadav,HTC/820 G+/Milkyway Grey/1 GB/16 GB,2,19695,39390,REFERRAL10,35451.0,6381.18,2020-01-02,Paid,Returned,Net Banking,SBI,7595161798,"H.No. 442, Hegde Ganj
Kalyan-Dombivli 223904"
TKMFFKK9351685122971,Shayak Ratti,Infinix/Hot 11/Emerald Green/4 GB/64 GB,1,11999,11999,NEWYEAR15,10199.15,1835.85,2020-01-02,Pending,Transit,Credit Card,Visa,7366408921,"11, Shenoy Street, Allahabad 372412"
QL47FNCO2S1685122971,Indrajit Gaba,SAMSUNG/Galaxy J2 2018/Gold/2 GB/16 GB,1,7500,7500,NEWYEAR15,6375.0,1147.5,2020-01-02,Pending,Transit,Digital Wallets,Freecharge,8782485223,"H.No. 55
Mani Marg
Agartala 173815"
GS024N26CA1685122971,Indrajit Toor,Nokia/105 SS 2021/Black/4 MB/4 MB,2,1399,2798,BIRTHDAYGIFT,2630.12,473.42,2020-01-02,Pending,Delivered,Digital Wallets,PhonePe,9102314264,"12
Buch Road, Ichalkaranji 586433"
P3E39AB6FG1685122971,Mohanlal Dhillon,SAMSUNG/Grand Prime 4G/Gold/1 GB/8 GB,2,9833,19666,,19666,3539.88,2020-01-02,Pending,Delivered,UPI,Google Pay,9181734439,"072
Rattan Marg
Solapur-724020"
WSHW6NMOO81685122972,Aniruddh Kaul,SAMSUNG/Galaxy Z Fold3 5G/Phantom Black/12 GB/512 GB,1,179999,179999,,179999,32399.82,2020-01-02,Pending,Delivered,Credit Card,American Express,9192665668,"966
Khanna Nagar
Mangalore-889350"
D94CAJ5XQK1685122972,Shaan Ganesh,LG/W30 Pro/Midnight Purple/4 GB/64 GB,1,13998,13998,REFERRAL10,12598.2,2267.68,2020-01-02,Pending,Returned,Digital Wallets,Cash on Delivery (COD),9622792706,"H.No. 05, Golla
Bareilly 462106"
CRBRGIA96D1685122972,Nakul Mahal,GIONEE/Max/Red/2 GB/32 GB,2,7990,15980,,15980,2876.4,2020-01-02,Pending,Returned,Debit Card,RuPay,9134607672,"194, Wagle Ganj
Visakhapatnam-441603"
WUTDY0OGV51685122972,Myra Acharya,Apple/iPhone 6s/Rose Gold/2 GB/16 GB,2,31999,63998,NEWYEAR15,54398.3,9791.69,2020-01-02,Paid,Delivered,UPI,BHIM UPI,9128104850,"H.No. 21
Chokshi Zila, Surendranagar Dudhrej 161567"
7YTUGVAP6T1685122972,Anaya Chadha,Nokia/110/Black/16 MB/10 MB,2,1599,3198,NEWYEAR15,2718.3,489.29,2020-01-02,Paid,Transit,UPI,Paytm,9196884487,"24/768, Gala Street
Farrukhabad-506208"
ZO4MRW2RB41685122972,Tushar Gulati,LG/K7i/Brown/2 GB/16 GB,1,9990,9990,REFERRAL10,8991.0,1618.38,2020-01-02,Pending,Transit,Net Banking,Axis,9151620670,"15/520, Dixit Nagar, Kurnool-736547"
EM4S61NJ1L1685122972,Aarush Toor,realme/Narzo 50A/Oxygen Blue/4 GB/128 GB,1,13999,13999,REFERRAL10,12599.1,2267.84,2020-01-02,Paid,Transit,Credit Card,RuPay,9115678639,"410, Bhargava Circle, Katihar-572682"
H204JD35A61685122972,Shalv Khurana,Nokia/515/Black/512 MB/256 MB,2,8999,17998,NEWYEAR15,15298.3,2753.69,2020-01-02,Pending,Delivered,Credit Card,Mastercard,9165390550,"19
Dhaliwal
Gulbarga 895864"
LGQI1LCQSM1685122972,Vritika Manne,SAMSUNG/Galaxy A9/Caviar Black/8 GB/128 GB,1,30990,30990,REFERRAL10,27891.0,5020.38,2020-01-02,Paid,Transit,Credit Card,American Express,9172735237,"H.No. 71
Sarna Marg, Maheshtala-908498"
GDJT9U6OZG1685122972,Suhana Kara,SAMSUNG/Galaxy J2 Pro/Silver/2 GB/16 GB,1,8200,8200,BIRTHDAYGIFT,7708.0,1387.44,2020-01-02,Paid,Returned,UPI,Paytm,8547578583,"33/71
Kamdar Path
Bulandshahr-852690"
7V1GO5CB3H1685122972,Manikya Kuruvilla,Xiaomi/Mi 10i/Pacific Sunrise/8 GB/128 GB,1,26989,26989,NEWYEAR15,22940.65,4129.32,2020-01-02,Pending,Returned,Digital Wallets,Freecharge,9185084468,"492, Goswami Path
Faridabad 279175"
V04K7GSN771685122972,Keya Dalal,IQOO/3/Tornado Black/12 GB/256 GB,2,46990,93980,,93980,16916.4,2020-01-02,Pending,Returned,Digital Wallets,Cash on Delivery (COD),8297718459,"H.No. 963
Gaba Road
Nagpur-251041"
ETJR8NCBR01685122972,Rasha Trivedi,OPPO/Reno 10x Zoom/Jet Black/8 GB/256 GB,1,55990,55990,BIRTHDAYGIFT,52630.6,9473.51,2020-01-02,Pending,Transit,Debit Card,Visa,9129129198,"H.No. 313, Sahni Path
Junagadh 574397"
PBWGSEAN281685122972,Khushi Swaminathan,SAMSUNG/Galaxy S4/Deep Black/2 GB/16 GB,1,15999,15999,REFERRAL10,14399.1,2591.84,2020-01-02,Pending,Transit,UPI,Google Pay,9132834674,"75, Bahl Street
Bijapur-219795"
3BEASD2SUU1685122972,Raunak Dhillon,realme/C21/Cross Black/3 GB/32 GB,1,9999,9999,BIRTHDAYGIFT,9399.06,1691.83,2020-01-02,Paid,Delivered,Digital Wallets,Google Pay,9162239228,"20/35, Luthra Circle, Ludhiana 316697"
LD3TZKS4UI1685122972,Emir Dubey,SAMSUNG/Galaxy A6+/Black/4 GB/64 GB,2,21990,43980,,43980,7916.4,2020-01-02,Pending,Delivered,Credit Card,RuPay,9140509769,"46/739, Contractor Chowk, Kota 483308"
NIDHTTRX8Z1685122972,Adira Sharaf,Infinix/Hot 11/Emerald Green/4 GB/64 GB,1,11999,11999,NEWYEAR15,10199.15,1835.85,2020-01-02,Paid,Transit,Digital Wallets,Freecharge,9198987606,"H.No. 451
Shetty
Katni-823811"
6XKO3I5H3M1685122972,Aniruddh Doshi,OPPO/A16/Crystal Black/4 GB/64 GB,1,13490,13490,BIRTHDAYGIFT,12680.6,2282.51,2020-01-02,Pending,Transit,Net Banking,Axis,9786279911,"52
Sathe Marg
Hajipur 828564"
DEMJ7XMZEQ1685122972,Advika Ghosh,SAMSUNG/Galaxy A5 2016 Edition/Gold/2 GB/16 GB,2,14490,28980,REFERRAL10,26082.0,4694.76,2020-01-02,Paid,Transit,Credit Card,Visa,9198386627,"H.No. 099
Ratti Circle, Surat-721092"
F8TAOTTO7C1685122972,Samaira Sharaf,Infinix/Hot 10/Moonlight Jade/4 GB/64 GB,2,11999,23998,,23998,4319.64,2020-01-02,Paid,Returned,UPI,PhonePe,9130810780,"22, Badal Chowk
Raipur-889596"
4XCUF0HTIR1685122972,Mohanlal Sidhu,vivo/S1/Diamond Black/6 GB/128 GB,2,22990,45980,NEWYEAR15,39083.0,7034.94,2020-01-02,Pending,Transit,Digital Wallets,Paytm,8081733464,"H.No. 19, Krishnan Marg, Agartala 152871"
DN9NKP298Q1685122972,Divyansh Toor,SAMSUNG/Galaxy S20/Cosmic Gray/8 GB/128 GB,1,52905,52905,REFERRAL10,47614.5,8570.61,2020-01-02,Paid,Delivered,UPI,PhonePe,9126664777,"89, Devi Ganj
Bhiwandi 565203"
7D8H0IVTAT1685122972,Jayant Dua,SAMSUNG/Galaxy M12/Blue/4 GB/64 GB,1,11510,11510,NEWYEAR15,9783.5,1761.03,2020-01-02,Paid,Delivered,Debit Card,RuPay,9116921996,"34/218
Agarwal Marg
Kishanganj 996165"
XERVYZ8AVX1685122972,Himmat Sridhar,Lenovo/K6 Power/dark gold/3 GB/32 GB,1,7499,7499,BIRTHDAYGIFT,7049.06,1268.83,2020-01-02,Pending,Returned,Debit Card,Mastercard,8967981297,"H.No. 65
Hegde Marg, Latur-007548"
1802YYCU3S1685122972,Tara Amble,SAMSUNG/Galaxy M40/COCKTAIL ORANGE/6 GB/128 GB,1,15490,15490,BIRTHDAYGIFT,14560.6,2620.91,2020-01-02,Paid,Delivered,Digital Wallets,PhonePe,9454418891,"47/90, Zacharia Chowk
Mehsana-256946"
I8EK3TGP1I1685122972,Yuvaan Lanka,Apple/iPhone 11 Pro Max/Midnight Green/4GB/64 GB,1,117100,117100,REFERRAL10,105390.0,18970.2,2020-01-02,Paid,Returned,Net Banking,ICICI,9115881104,"450
Aggarwal Circle
Erode-367220"
JC7DE3XWZY1685122972,Madhav Dyal,Xiaomi/11 Lite NE/Diamond Dazzle/6 GB/128 GB,1,24798,24798,BIRTHDAYGIFT,23310.12,4195.82,2020-01-02,Paid,Returned,Credit Card,American Express,9185818356,"43
Lall Path
Amroha 244098"
GRILU77C6V1685122972,Hrishita Bhasin,SAMSUNG/B351E/Metro 350/Black/32 MB/2 MB,1,2980,2980,REFERRAL10,2682.0,482.76,2020-01-02,Paid,Returned,Digital Wallets,Mobikwik,7261792999,"74/99
Ramachandran Road
Ongole-863266"
A9P9487R3K1685122972,Myra Bobal,vivo/V9 Youth/Black/4 GB/32 GB,2,19990,39980,,39980,7196.4,2020-01-02,Paid,Returned,UPI,Google Pay,9197473485,"18, Kata Zila, Nanded-003167"
2GARK5DWJ91685122972,Indranil Thakkar,SAMSUNG/Guru FM Plus SM-B110E/D/Black//2 MB,2,1661,3322,,3322,597.96,2020-01-02,Pending,Returned,Credit Card,RuPay,9164007722,"H.No. 82, Lalla Circle, Imphal 129547"
8NB1ZHKFN51685122972,Kavya Sarraf,Nokia/C3/Sand/2 GB/16 GB,1,7299,7299,,7299,1313.82,2020-01-02,Pending,Transit,Credit Card,Visa,9139727095,"05
Bhagat Circle, Pudukkottai-422461"
7LVCG1BCPU1685122972,Samarth Bhat,Motorola/E7 Power/Coral Red/2 GB/32 GB,1,9999,9999,BIRTHDAYGIFT,9399.06,1691.83,2020-01-02,Pending,Transit,UPI,Paytm,8011380020,"97/55, Halder Path, Khandwa-640079"
